,Region,Gender,Marriage,SupportParty,confidence_level,Religon,Nationity,Color,year
4185,North_West,Female,Living_as_married,Labour,0,No_religion,British,BLACK,2017
4187,South_East,Male,Married,Labour,2,Non_Christian,British,BLACK,2017
4188,Scotland,Female,Married,Conservative,2,Other_Christian,Scottish,BLACK,2017
4190,West_Midlands,Male,Married,Conservative,1,Church_of_England,English,BLACK,2017
4191,London,Female,Married,Green_Party,0,No_religion,British,BLACK,2017
4192,East_Midlands,Female,Separated_after_marrying,Labour,2,No_religion,British,BLACK,2017
4194,North_West,Male,Not_married,None,2,No_religion,English,BLACK,2017
4195,West_Midlands,Female,Widowed,None,2,Church_of_England,British,BLACK,2017
4196,East_of_England,Male,Married,Liberal_Democrat,2,No_religion,English,BLACK,2017
4197,South_West,Male,Living_as_married,None,0,Church_of_England,British,BLACK,2017
4199,West_Midlands,Female,Not_married,None,1,No_religion,British,BLACK,2017
4200,West_Midlands,Female,Not_married,None,2,Roman_Catholic,Other,BLACK,2017
4201,Scotland,Female,Separated_after_marrying,Scottish_National_Party,1,Other_Christian,Scottish,BLACK,2017
4202,London,Female,Not_married,Conservative,0,No_religion,English,BLACK,2017
4207,South_East,Male,Not_married,Liberal_Democrat,0,No_religion,Other,BLACK,2017
4208,London,Male,Not_married,Labour,2,No_religion,British,BLACK,2017
4209,East_Midlands,Male,Separated_after_marrying,Labour,0,Roman_Catholic,Other,BLACK,2017
4211,North_West,Female,Widowed,Labour,2,Church_of_England,English,BLACK,2017
4213,East_Midlands,Female,Separated_after_marrying,Labour,0,No_religion,Other,BLACK,2017
4214,East_of_England,Female,Separated_after_marrying,Conservative,2,No_religion,Other,ASIAN,2017
4215,East_Midlands,Female,Separated_after_marrying,Conservative,0,Other_Christian,English,BLACK,2017
4216,South_East,Female,Widowed,Labour,2,Church_of_England,English,BLACK,2017
4218,Yorkshire_and_The_Humber,Male,Widowed,Labour,2,Church_of_England,British,BLACK,2017
4220,East_Midlands,Female,Separated_after_marrying,Green_Party,0,Non_Christian,British,BLACK,2017
4221,Wales,Male,Widowed,Labour,0,Other_Christian,British,BLACK,2017
4222,Wales,Female,Widowed,Conservative,2,Other_Christian,British,BLACK,2017
4223,South_East,Male,Widowed,Conservative,2,No_religion,English,BLACK,2017
4225,East_of_England,Male,Married,Labour,2,No_religion,British,BLACK,2017
4228,Scotland,Male,Widowed,Liberal_Democrat,2,Other_Christian,Scottish,BLACK,2017
4230,Wales,Female,Married,Conservative,2,No_religion,Other,BLACK,2017
4232,West_Midlands,Female,Widowed,None,0,Roman_Catholic,Other,BLACK,2017
4235,West_Midlands,Male,Married,Labour,2,Church_of_England,English,BLACK,2017
4236,South_West,Male,Living_as_married,Labour,1,No_religion,British,BLACK,2017
4239,Scotland,Female,Separated_after_marrying,Liberal_Democrat,2,No_religion,British,BLACK,2017
4240,East_Midlands,Male,Married,Conservative,2,Other_Christian,English,BLACK,2017
4242,South_West,Male,Not_married,Liberal_Democrat,1,No_religion,British,BLACK,2017
4243,North_West,Male,Married,Conservative,2,No_religion,English,BLACK,2017
4244,London,Male,Married,Labour,0,Non_Christian,British,BLACK,2017
4245,South_East,Female,Married,Labour,2,Non_Christian,British,BLACK,2017
4246,Wales,Male,Widowed,Labour,0,No_religion,British,BLACK,2017
4252,North_West,Male,Separated_after_marrying,Conservative,2,Roman_Catholic,British,BLACK,2017
4253,South_East,Female,Widowed,Labour,2,Roman_Catholic,English,BLACK,2017
4254,South_West,Female,Widowed,None,2,No_religion,British,BLACK,2017
4255,North_East,Female,Married,Labour,0,No_religion,English,BLACK,2017
4256,Scotland,Female,Not_married,Labour,0,No_religion,British,BLACK,2017
4258,West_Midlands,Male,Married,Conservative,2,No_religion,British,BLACK,2017
4259,North_West,Male,Not_married,Conservative,2,No_religion,British,BLACK,2017
4261,South_West,Male,Not_married,Labour,0,No_religion,British,BLACK,2017
4262,London,Female,Separated_after_marrying,Conservative,1,Non_Christian,British,ASIAN,2017
4265,East_of_England,Female,Married,Labour,0,No_religion,English,BLACK,2017
4266,London,Female,Not_married,None,2,Church_of_England,British,BLACK,2017
4267,East_of_England,Female,Not_married,Labour,2,No_religion,English,BLACK,2017
4268,North_East,Female,Married,Labour,2,Roman_Catholic,British,BLACK,2017
4269,North_West,Female,Widowed,Labour,0,Roman_Catholic,Scottish,BLACK,2017
4275,Yorkshire_and_The_Humber,Female,Married,Labour,2,No_religion,British,BLACK,2017
4276,Scotland,Male,Separated_after_marrying,Scottish_National_Party,0,No_religion,Scottish,BLACK,2017
4278,North_West,Female,Not_married,Labour,2,No_religion,English,BLACK,2017
4281,South_West,Male,Living_as_married,Conservative,2,No_religion,English,BLACK,2017
4283,Yorkshire_and_The_Humber,Female,Married,Conservative,1,Church_of_England,British,BLACK,2017
4284,Yorkshire_and_The_Humber,Female,Not_married,None,0,Non_Christian,Other,BLACK,2017
4285,West_Midlands,Male,Married,Conservative,2,No_religion,English,BLACK,2017
4287,East_of_England,Female,Married,None,2,Other_Christian,Other,BLACK,2017
4288,South_West,Male,Married,None,2,Roman_Catholic,British,BLACK,2017
4289,London,Female,Not_married,None,2,Other_Christian,English,BLACK,2017
4291,Wales,Female,Married,Plaid_Cymru,2,Other_Christian,Welsh,BLACK,2017
4292,South_East,Female,Married,Labour,2,No_religion,British,BLACK,2017
4293,East_of_England,Male,Married,Labour,2,No_religion,British,BLACK,2017
4294,East_of_England,Male,Married,Labour,0,Other_Christian,British,BLACK,2017
4295,South_East,Male,Married,Conservative,0,No_religion,English,BLACK,2017
4296,East_of_England,Male,Not_married,Conservative,2,No_religion,British,BLACK,2017
4297,North_West,Male,Not_married,Labour,2,No_religion,English,BLACK,2017
4298,East_of_England,Male,Married,Conservative,2,No_religion,English,BLACK,2017
4299,South_East,Male,Married,Labour,1,No_religion,Other,ASIAN,2017
4300,South_West,Female,Widowed,Conservative,2,Church_of_England,English,BLACK,2017
4301,East_of_England,Female,Married,Labour,0,Non_Christian,British,BLACK,2017
4302,London,Male,Married,Labour,2,No_religion,British,BLACK,2017
4303,Yorkshire_and_The_Humber,Male,Married,Labour,0,Other_Christian,English,ASIAN,2017
4304,South_West,Female,Not_married,Green_Party,2,No_religion,English,BLACK,2017
4306,Yorkshire_and_The_Humber,Female,Living_as_married,Labour,2,Other_Christian,British,BLACK,2017
4308,East_Midlands,Male,Married,Conservative,2,Church_of_England,English,BLACK,2017
4311,East_Midlands,Female,Married,None,0,Non_Christian,Other,BLACK,2017
4312,London,Male,Married,Labour,2,Non_Christian,British,BLACK,2017
4313,London,Female,Not_married,Labour,1,Non_Christian,British,BLACK,2017
4315,South_East,Male,Married,Conservative,2,Other_Christian,British,BLACK,2017
4316,South_West,Male,Not_married,Liberal_Democrat,1,No_religion,British,BLACK,2017
4317,Yorkshire_and_The_Humber,Male,Married,Labour,2,No_religion,European,BLACK,2017
4319,North_West,Female,Not_married,Labour,2,No_religion,English,BLACK,2017
4320,West_Midlands,Male,Married,UKIP,2,Other_Christian,English,BLACK,2017
4321,West_Midlands,Female,Married,Labour,2,Church_of_England,English,BLACK,2017
4322,West_Midlands,Male,Separated_after_marrying,None,0,Other_Christian,British,ASIAN,2017
4323,Wales,Female,Married,UKIP,2,Other_Christian,Other,BLACK,2017
4326,North_West,Female,Separated_after_marrying,Labour,2,Roman_Catholic,English,BLACK,2017
4327,South_East,Male,Married,Labour,2,Other_Christian,British,BLACK,2017
4328,South_East,Male,Married,Labour,2,Non_Christian,Other,BLACK,2017
4329,South_East,Female,Married,Conservative,2,Church_of_England,English,BLACK,2017
4330,Wales,Female,Not_married,UKIP,2,No_religion,Welsh,BLACK,2017
4331,Yorkshire_and_The_Humber,Male,Living_as_married,None,0,No_religion,English,BLACK,2017
4333,West_Midlands,Male,Married,Conservative,2,Other_Christian,English,BLACK,2017
4335,Yorkshire_and_The_Humber,Female,Widowed,Conservative,0,No_religion,British,BLACK,2017
4338,Yorkshire_and_The_Humber,Female,Not_married,Labour,2,No_religion,British,BLACK,2017
4339,Wales,Female,Not_married,Labour,2,Roman_Catholic,Welsh,BLACK,2017
4340,Yorkshire_and_The_Humber,Female,Married,Labour,0,No_religion,British,BLACK,2017
4341,East_Midlands,Female,Married,Conservative,2,Other_Christian,English,BLACK,2017
4342,Yorkshire_and_The_Humber,Male,Not_married,Labour,2,No_religion,English,BLACK,2017
4343,London,Female,Not_married,None,0,No_religion,English,BLACK,2017
4345,North_West,Male,Living_as_married,Labour,2,No_religion,European,BLACK,2017
4346,London,Female,Separated_after_marrying,other,2,Roman_Catholic,British,BLACK,2017
4348,South_East,Male,Not_married,Labour,0,Other_Christian,Scottish,BLACK,2017
4350,East_of_England,Female,Widowed,Conservative,2,Other_Christian,English,BLACK,2017
4351,Scotland,Female,Married,Scottish_National_Party,1,Roman_Catholic,Other,BLACK,2017
4352,Scotland,Male,Married,Labour,2,No_religion,Scottish,BLACK,2017
4353,Yorkshire_and_The_Humber,Female,Married,Labour,0,Non_Christian,British,BLACK,2017
4354,East_of_England,Male,Married,Conservative,0,Church_of_England,English,BLACK,2017
4355,London,Female,Not_married,Labour,2,Other_Christian,English,BLACK,2017
4357,North_West,Male,Married,Labour,1,Roman_Catholic,English,BLACK,2017
4358,South_East,Male,Living_as_married,Conservative,0,No_religion,British,BLACK,2017
4359,North_West,Female,Married,Labour,0,Roman_Catholic,English,BLACK,2017
4360,South_East,Female,Not_married,None,2,Roman_Catholic,British,BLACK,2017
4361,East_of_England,Male,Not_married,Labour,2,No_religion,English,BLACK,2017
4362,North_West,Male,Living_as_married,Conservative,0,Non_Christian,British,BLACK,2017
4363,London,Female,Married,None,2,Non_Christian,Other,BLACK,2017
4364,West_Midlands,Female,Separated_after_marrying,Conservative,0,No_religion,Other,BLACK,2017
4366,Wales,Male,Living_as_married,Conservative,2,No_religion,Welsh,BLACK,2017
4367,Yorkshire_and_The_Humber,Female,Married,None,2,Non_Christian,British,BLACK,2017
4368,West_Midlands,Male,Married,Conservative,2,Church_of_England,English,BLACK,2017
4369,North_West,Male,Married,Labour,2,Roman_Catholic,British,BLACK,2017
4370,Yorkshire_and_The_Humber,Female,Not_married,None,1,No_religion,English,BLACK,2017
4373,South_East,Male,Married,Conservative,1,No_religion,Scottish,BLACK,2017
4375,East_Midlands,Male,Not_married,Labour,0,No_religion,English,BLACK,2017
4376,Yorkshire_and_The_Humber,Female,Widowed,Labour,0,Church_of_England,British,BLACK,2017
4378,Yorkshire_and_The_Humber,Male,Not_married,Labour,1,Roman_Catholic,British,BLACK,2017
4379,North_West,Female,Living_as_married,None,1,Other_Christian,European,BLACK,2017
4380,South_West,Male,Married,Conservative,0,Church_of_England,British,BLACK,2017
4381,West_Midlands,Male,Married,Conservative,2,Other_Christian,English,BLACK,2017
4382,East_Midlands,Female,Married,Labour,1,Other_Christian,Other,BLACK,2017
4383,South_West,Female,Married,Green_Party,1,No_religion,British,BLACK,2017
4387,London,Male,Married,Labour,2,Other_Christian,British,BLACK,2017
4388,East_Midlands,Male,Married,Conservative,2,No_religion,English,BLACK,2017
4390,Yorkshire_and_The_Humber,Female,Widowed,Conservative,2,Other_Christian,English,BLACK,2017
4391,East_of_England,Female,Not_married,other,0,No_religion,Other,BLACK,2017
4392,North_West,Female,Married,Labour,2,Other_Christian,English,BLACK,2017
4393,Scotland,Female,Widowed,Labour,2,Other_Christian,Scottish,BLACK,2017
4394,London,Female,Not_married,Labour,2,Other_Christian,English,BLACK,2017
4395,West_Midlands,Male,Married,Labour,0,Non_Christian,British,BLACK,2017
4396,London,Female,Separated_after_marrying,Conservative,0,Other_Christian,European,BLACK,2017
4397,Yorkshire_and_The_Humber,Male,Not_married,None,2,No_religion,British,BLACK,2017
4398,East_of_England,Female,Married,Conservative,2,No_religion,English,BLACK,2017
4399,Yorkshire_and_The_Humber,Female,Not_married,Labour,0,Church_of_England,British,BLACK,2017
4401,South_East,Male,Widowed,Labour,2,No_religion,European,BLACK,2017
4402,North_East,Male,Living_as_married,Conservative,1,No_religion,English,BLACK,2017
4403,Scotland,Female,Not_married,Scottish_National_Party,2,No_religion,Scottish,BLACK,2017
4404,North_West,Female,Not_married,Labour,2,No_religion,English,BLACK,2017
4405,West_Midlands,Female,Widowed,Conservative,2,No_religion,English,BLACK,2017
4406,East_of_England,Male,Living_as_married,Conservative,2,Other_Christian,English,BLACK,2017
4408,North_East,Female,Widowed,Labour,0,Roman_Catholic,English,BLACK,2017
4409,Scotland,Male,Not_married,Green_Party,2,No_religion,Scottish,BLACK,2017
4411,North_West,Female,Widowed,Liberal_Democrat,2,Other_Christian,British,BLACK,2017
4414,Yorkshire_and_The_Humber,Female,Married,Labour,2,No_religion,British,BLACK,2017
4416,South_East,Male,Not_married,None,2,No_religion,English,BLACK,2017
4418,Wales,Female,Separated_after_marrying,Labour,0,Non_Christian,Other,ASIAN,2017
4419,Wales,Female,Married,Conservative,0,Other_Christian,British,BLACK,2017
4420,East_of_England,Female,Widowed,Conservative,2,Church_of_England,British,BLACK,2017
4421,South_East,Male,Married,Conservative,0,Church_of_England,British,BLACK,2017
4422,East_of_England,Male,Married,None,0,No_religion,British,BLACK,2017
4423,East_of_England,Male,Separated_after_marrying,Conservative,2,No_religion,British,BLACK,2017
4425,Wales,Female,Married,Conservative,0,No_religion,British,BLACK,2017
4426,West_Midlands,Male,Not_married,Conservative,0,No_religion,English,BLACK,2017
4427,South_East,Female,Not_married,UKIP,0,No_religion,English,BLACK,2017
4428,East_Midlands,Female,Separated_after_marrying,Conservative,2,No_religion,British,BLACK,2017
4429,South_West,Female,Living_as_married,None,2,Other_Christian,British,BLACK,2017
4430,North_West,Female,Not_married,Labour,2,No_religion,British,BLACK,2017
4431,West_Midlands,Male,Married,Conservative,2,No_religion,British,BLACK,2017
4432,Scotland,Female,Separated_after_marrying,Labour,2,No_religion,Scottish,BLACK,2017
4434,London,Male,Married,Conservative,1,No_religion,English,BLACK,2017
4436,Yorkshire_and_The_Humber,Female,Married,None,2,Non_Christian,Other,ASIAN,2017
4438,South_West,Male,Not_married,Conservative,2,No_religion,British,BLACK,2017
4439,Yorkshire_and_The_Humber,Female,Married,Conservative,0,Church_of_England,English,BLACK,2017
4442,South_West,Female,Married,Liberal_Democrat,0,No_religion,British,BLACK,2017
4446,London,Female,Married,Conservative,2,Non_Christian,English,BLACK,2017
4447,South_West,Female,Married,Conservative,2,Church_of_England,English,BLACK,2017
4448,North_West,Male,Not_married,Conservative,2,Other_Christian,British,BLACK,2017
4449,South_West,Female,Married,None,0,No_religion,British,BLACK,2017
4450,Yorkshire_and_The_Humber,Male,Not_married,None,2,No_religion,English,BLACK,2017
4451,Scotland,Male,Married,Scottish_National_Party,2,No_religion,Scottish,BLACK,2017
4452,North_West,Male,Married,Labour,2,Other_Christian,British,BLACK,2017
4455,Scotland,Female,Not_married,Scottish_National_Party,2,No_religion,Scottish,BLACK,2017
4456,South_East,Male,Not_married,Labour,2,No_religion,British,ASIAN,2017
4457,Yorkshire_and_The_Humber,Male,Not_married,Labour,0,Other_Christian,English,BLACK,2017
4458,East_of_England,Female,Married,Conservative,2,No_religion,British,BLACK,2017
4459,East_of_England,Male,Married,Liberal_Democrat,0,No_religion,English,BLACK,2017
4460,London,Male,Not_married,other,2,No_religion,Other,BLACK,2017
4461,East_Midlands,Male,Not_married,None,2,No_religion,English,BLACK,2017
4462,Yorkshire_and_The_Humber,Female,Widowed,Labour,2,Church_of_England,British,BLACK,2017
4463,North_West,Male,Married,Labour,2,No_religion,British,BLACK,2017
4464,East_Midlands,Female,Married,Labour,1,No_religion,Other,BLACK,2017
4465,London,Female,Married,Labour,2,Non_Christian,Other,BLACK,2017
4466,East_of_England,Female,Widowed,Labour,2,No_religion,British,BLACK,2017
4468,Yorkshire_and_The_Humber,Female,Not_married,Labour,2,Non_Christian,British,BLACK,2017
4469,East_Midlands,Female,Married,Labour,0,Non_Christian,English,BLACK,2017
4470,East_of_England,Female,Married,Conservative,2,Other_Christian,British,BLACK,2017
4471,West_Midlands,Male,Separated_after_marrying,Conservative,2,No_religion,English,BLACK,2017
4472,East_Midlands,Female,Married,None,2,Other_Christian,English,BLACK,2017
4474,North_West,Female,Married,Labour,1,No_religion,European,BLACK,2017
4475,East_of_England,Male,Married,Labour,2,Church_of_England,British,BLACK,2017
4477,Yorkshire_and_The_Humber,Male,Married,Labour,2,Church_of_England,British,BLACK,2017
4479,Scotland,Male,Not_married,Scottish_National_Party,0,No_religion,Scottish,BLACK,2017
4480,East_of_England,Female,Not_married,Conservative,2,Other_Christian,British,BLACK,2017
4482,North_East,Male,Not_married,None,2,No_religion,British,BLACK,2017
4483,South_East,Female,Married,Conservative,2,Church_of_England,British,BLACK,2017
4484,West_Midlands,Female,Married,Conservative,0,No_religion,English,BLACK,2017
4486,South_West,Female,Living_as_married,None,0,No_religion,English,BLACK,2017
4487,West_Midlands,Female,Married,Conservative,2,Roman_Catholic,Other,BLACK,2017
4488,North_West,Male,Separated_after_marrying,Conservative,2,Church_of_England,English,BLACK,2017
4489,Wales,Female,Not_married,Conservative,2,Other_Christian,Welsh,BLACK,2017
4490,South_East,Female,Separated_after_marrying,Conservative,2,Other_Christian,British,BLACK,2017
4491,North_West,Female,Separated_after_marrying,None,2,No_religion,British,BLACK,2017
4493,South_West,Female,Married,Conservative,2,No_religion,English,BLACK,2017
4494,Scotland,Female,Not_married,Liberal_Democrat,0,No_religion,British,BLACK,2017
4497,North_West,Male,Married,Labour,0,No_religion,British,ASIAN,2017
4498,East_of_England,Female,Married,Labour,0,No_religion,British,BLACK,2017
4503,South_East,Female,Not_married,Labour,0,No_religion,British,BLACK,2017
4504,North_West,Male,Married,None,1,No_religion,British,BLACK,2017
4505,East_Midlands,Male,Not_married,Labour,2,No_religion,English,BLACK,2017
4506,Scotland,Female,Widowed,Labour,2,Roman_Catholic,Scottish,BLACK,2017
4507,East_of_England,Male,Not_married,Conservative,2,Other_Christian,English,BLACK,2017
4510,London,Female,Not_married,Labour,1,Other_Christian,Other,BLACK,2017
4512,South_East,Male,Not_married,Conservative,0,No_religion,British,BLACK,2017
4513,North_East,Female,Living_as_married,None,2,No_religion,British,BLACK,2017
4514,Yorkshire_and_The_Humber,Male,Married,Green_Party,0,Church_of_England,British,BLACK,2017
4517,London,Male,Not_married,Labour,2,No_religion,European,BLACK,2017
4518,South_East,Female,Married,Conservative,2,No_religion,British,BLACK,2017
4519,South_West,Female,Married,Conservative,0,Roman_Catholic,British,BLACK,2017
4520,North_West,Male,Married,Conservative,2,No_religion,British,BLACK,2017
4521,East_of_England,Female,Widowed,Conservative,1,Church_of_England,British,BLACK,2017
4522,East_Midlands,Male,Married,Labour,1,No_religion,British,BLACK,2017
4524,Yorkshire_and_The_Humber,Female,Married,Labour,2,Other_Christian,English,BLACK,2017
4525,London,Male,Married,Liberal_Democrat,2,No_religion,European,BLACK,2017
4526,North_West,Male,Not_married,Labour,1,Church_of_England,English,BLACK,2017
4527,South_East,Male,Not_married,Conservative,0,No_religion,British,BLACK,2017
4528,Scotland,Female,Separated_after_marrying,Scottish_National_Party,0,Roman_Catholic,Scottish,BLACK,2017
4529,Wales,Male,Married,Labour,2,No_religion,British,BLACK,2017
4530,Yorkshire_and_The_Humber,Male,Married,Labour,2,Non_Christian,British,BLACK,2017
4532,West_Midlands,Female,Widowed,Labour,2,Roman_Catholic,Other,BLACK,2017
4533,Scotland,Male,Not_married,Labour,2,No_religion,British,BLACK,2017
4534,East_of_England,Female,Married,None,1,No_religion,British,BLACK,2017
4535,West_Midlands,Female,Living_as_married,Labour,2,No_religion,European,BLACK,2017
4539,West_Midlands,Female,Married,Labour,0,No_religion,British,BLACK,2017
4540,Scotland,Female,Not_married,None,0,Other_Christian,Scottish,BLACK,2017
4541,North_East,Male,Married,Labour,2,No_religion,English,BLACK,2017
4542,London,Male,Not_married,Conservative,1,No_religion,English,BLACK,2017
4543,West_Midlands,Male,Not_married,None,1,No_religion,English,BLACK,2017
4545,South_West,Female,Widowed,None,2,No_religion,English,BLACK,2017
4546,South_East,Male,Not_married,Conservative,2,No_religion,English,BLACK,2017
4548,Yorkshire_and_The_Humber,Female,Married,Conservative,2,Church_of_England,English,BLACK,2017
4549,East_of_England,Female,Married,Conservative,2,Church_of_England,British,BLACK,2017
4551,Yorkshire_and_The_Humber,Female,Married,None,0,No_religion,English,BLACK,2017
4552,South_West,Male,Married,Conservative,2,Other_Christian,British,BLACK,2017
4554,North_East,Female,Married,Liberal_Democrat,0,No_religion,Scottish,BLACK,2017
4555,South_East,Female,Not_married,Labour,2,No_religion,British,BLACK,2017
4556,East_of_England,Male,Not_married,Labour,0,No_religion,British,BLACK,2017
4557,South_East,Female,Separated_after_marrying,Conservative,1,No_religion,Other,BLACK,2017
4559,South_East,Female,Not_married,Labour,0,No_religion,British,BLACK,2017
4562,South_West,Female,Separated_after_marrying,Conservative,1,No_religion,British,BLACK,2017
4568,North_West,Male,Married,Conservative,2,Other_Christian,British,BLACK,2017
4569,South_East,Male,Married,Conservative,2,Other_Christian,British,BLACK,2017
4570,South_East,Female,Married,Conservative,0,No_religion,British,BLACK,2017
4571,South_East,Female,Not_married,Labour,0,No_religion,English,BLACK,2017
4572,South_East,Male,Married,Conservative,2,Church_of_England,British,BLACK,2017
4573,Yorkshire_and_The_Humber,Male,Widowed,UKIP,0,No_religion,British,BLACK,2017
4575,Scotland,Female,Widowed,Labour,1,No_religion,Scottish,BLACK,2017
4578,London,Male,Not_married,Conservative,0,No_religion,British,BLACK,2017
4579,East_Midlands,Female,Widowed,Labour,0,No_religion,British,BLACK,2017
4580,East_of_England,Female,Married,Labour,2,No_religion,British,BLACK,2017
4582,East_of_England,Male,Widowed,Liberal_Democrat,2,No_religion,English,BLACK,2017
4584,Yorkshire_and_The_Humber,Male,Married,Labour,2,No_religion,Other,BLACK,2017
4585,South_East,Female,Widowed,None,2,Other_Christian,British,BLACK,2017
4586,South_East,Male,Separated_after_marrying,Labour,0,Other_Christian,English,BLACK,2017
4587,West_Midlands,Male,Married,Labour,2,Non_Christian,British,BLACK,2017
4588,North_West,Female,Married,Conservative,0,Other_Christian,English,BLACK,2017
4590,West_Midlands,Male,Not_married,Conservative,2,No_religion,English,BLACK,2017
4591,London,Female,Married,Conservative,2,No_religion,British,BLACK,2017
4592,East_Midlands,Male,Married,Conservative,1,Church_of_England,British,BLACK,2017
4593,South_East,Male,Married,Labour,1,Other_Christian,British,BLACK,2017
4594,North_West,Male,Separated_after_marrying,Labour,2,Church_of_England,British,BLACK,2017
4595,London,Male,Not_married,Labour,2,Non_Christian,British,BLACK,2017
4597,South_East,Male,Married,Labour,2,Other_Christian,English,BLACK,2017
4598,North_West,Female,Living_as_married,Labour,2,No_religion,English,BLACK,2017
4599,East_Midlands,Female,Separated_after_marrying,Labour,2,No_religion,Other,WHITE,2017
4603,Scotland,Female,Separated_after_marrying,Labour,2,Other_Christian,Scottish,BLACK,2017
4604,Wales,Female,Not_married,Labour,0,No_religion,Welsh,BLACK,2017
4606,West_Midlands,Male,Married,Labour,2,Church_of_England,British,BLACK,2017
4609,Scotland,Female,Married,Labour,2,Other_Christian,Scottish,BLACK,2017
4610,North_West,Female,Not_married,None,0,No_religion,English,BLACK,2017
4611,North_West,Male,Separated_after_marrying,None,2,No_religion,English,BLACK,2017
4612,North_West,Female,Living_as_married,Labour,0,No_religion,British,BLACK,2017
4613,North_East,Male,Married,UKIP,2,No_religion,English,BLACK,2017
4614,Yorkshire_and_The_Humber,Male,Married,Labour,2,Non_Christian,Other,BLACK,2017
4615,Scotland,Male,Not_married,Labour,2,No_religion,Scottish,BLACK,2017
4616,East_Midlands,Male,Widowed,Labour,2,Other_Christian,English,BLACK,2017
4617,North_West,Female,Separated_after_marrying,Conservative,0,Other_Christian,English,BLACK,2017
4618,East_of_England,Female,Married,Labour,2,Church_of_England,English,BLACK,2017
4619,South_East,Male,Married,None,2,No_religion,Other,BLACK,2017
4620,West_Midlands,Male,Not_married,Labour,2,No_religion,English,BLACK,2017
4621,East_Midlands,Female,Widowed,Conservative,2,No_religion,British,BLACK,2017
4622,Yorkshire_and_The_Humber,Female,Separated_after_marrying,Conservative,2,No_religion,British,BLACK,2017
4623,East_Midlands,Male,Separated_after_marrying,Conservative,0,No_religion,English,BLACK,2017
4624,South_West,Male,Living_as_married,Labour,0,No_religion,Scottish,BLACK,2017
4626,North_West,Female,Married,Labour,2,No_religion,English,BLACK,2017
4627,East_Midlands,Male,Widowed,Conservative,2,Other_Christian,British,BLACK,2017
4628,Yorkshire_and_The_Humber,Female,Married,None,1,Other_Christian,British,BLACK,2017
4630,Scotland,Female,Separated_after_marrying,Conservative,2,Other_Christian,Scottish,BLACK,2017
4631,Yorkshire_and_The_Humber,Male,Not_married,Labour,0,Roman_Catholic,Other,BLACK,2017
4632,North_East,Male,Married,Conservative,2,Church_of_England,British,BLACK,2017
4635,Scotland,Female,Not_married,Scottish_National_Party,0,No_religion,Scottish,BLACK,2017
4636,North_West,Male,Married,Labour,2,No_religion,European,BLACK,2017
4637,North_West,Female,Married,Labour,0,Other_Christian,English,BLACK,2017
4638,South_East,Male,Married,Labour,2,Other_Christian,British,BLACK,2017
4639,Yorkshire_and_The_Humber,Male,Married,Labour,0,Non_Christian,British,BLACK,2017
4642,North_East,Female,Widowed,Labour,2,No_religion,English,BLACK,2017
4643,West_Midlands,Female,Widowed,Labour,2,Church_of_England,British,BLACK,2017
4644,East_of_England,Male,Not_married,Labour,0,No_religion,British,BLACK,2017
4647,Scotland,Male,Married,Scottish_National_Party,1,No_religion,European,BLACK,2017
4649,East_Midlands,Female,Widowed,Labour,2,No_religion,English,BLACK,2017
4650,South_East,Male,Not_married,None,2,No_religion,English,BLACK,2017
4651,Yorkshire_and_The_Humber,Male,Married,Labour,0,No_religion,English,BLACK,2017
4652,South_East,Male,Not_married,Labour,1,No_religion,English,BLACK,2017
4653,North_West,Female,Widowed,Conservative,2,Church_of_England,English,BLACK,2017
4654,Yorkshire_and_The_Humber,Male,Not_married,Labour,2,No_religion,British,BLACK,2017
4656,East_of_England,Female,Not_married,None,2,No_religion,English,BLACK,2017
4657,East_of_England,Female,Not_married,Conservative,0,No_religion,English,BLACK,2017
4658,Yorkshire_and_The_Humber,Female,Widowed,Labour,2,Church_of_England,English,BLACK,2017
4659,London,Male,Married,Liberal_Democrat,2,No_religion,British,BLACK,2017
4660,London,Male,Not_married,Labour,0,No_religion,British,BLACK,2017
4661,West_Midlands,Male,Married,Conservative,0,Other_Christian,British,BLACK,2017
4662,London,Female,Not_married,Labour,2,Church_of_England,British,BLACK,2017
4664,South_West,Male,Married,Liberal_Democrat,2,Other_Christian,English,BLACK,2017
4665,South_West,Female,Not_married,Labour,2,Roman_Catholic,British,BLACK,2017
4666,East_of_England,Female,Not_married,Labour,2,No_religion,British,BLACK,2017
4667,North_West,Female,Living_as_married,Labour,0,No_religion,Other,BLACK,2017
4668,East_Midlands,Female,Married,None,2,Other_Christian,British,BLACK,2017
4669,East_of_England,Male,Married,Conservative,2,Church_of_England,British,BLACK,2017
4670,London,Female,Not_married,Labour,0,No_religion,British,BLACK,2017
4671,Yorkshire_and_The_Humber,Female,Living_as_married,Labour,0,No_religion,Other,BLACK,2017
4672,London,Male,Separated_after_marrying,Conservative,0,Other_Christian,English,BLACK,2017
4674,South_East,Female,Not_married,Green_Party,2,Roman_Catholic,British,BLACK,2017
4675,South_East,Female,Married,Conservative,2,Other_Christian,English,BLACK,2017
4678,South_West,Female,Married,Conservative,2,Other_Christian,British,BLACK,2017
4679,Wales,Male,Not_married,Conservative,0,Other_Christian,British,BLACK,2017
4681,North_West,Female,Not_married,Labour,2,No_religion,British,ASIAN,2017
4682,South_East,Female,Not_married,Green_Party,0,No_religion,Other,BLACK,2017
