,Region,Gender,Family,Political,confidence_level,Religon,Nationity,Color,year,AgeGroup,Age,GP_Sources,GP_Sources_Level
4802,East_of_England,Female,Living_as_married,Other_Small_Parties,For,No_religion,English,BLACK: of other origin,2017,46-65,53,17.421,0
4804,North_West,Female,Married,Conservative,Against,No_religion,British,BLACK: of other origin,2017,26-45,42,26.043,1
4805,North_West,Female,Married,Labour,Neither,No_religion,British,BLACK: of Caribbean origin,2017,26-45,35,26.043,1
4807,East_Midlands,Male,Married,Regional_Parties,For,No_religion,English,BLACK: of other origin,2017,46-65,54,19.743,0
4808,Scotland,Female,Widowed,Liberal_Democrat,Against,No_religion,Scottish,BLACK: of other origin,2017,Above65,72,25.714,1
4809,Yorkshire_and_The_Humber,Female,Widowed,None,For,Other_Christian,English,BLACK: of other origin,2017,Above65,81,23.191,1
4812,North_West,Male,Not_married,Regional_Parties,For,No_religion,British,BLACK: of other origin,2017,26-45,26,26.043,1
4814,West_Midlands,Female,Separated_after_marrying,Conservative,Against,Church_of_England,English,BLACK: of other origin,2017,Above65,73,22.182,0
4816,South_East,Female,Married,Labour,Against,Other_Christian,British,BLACK: of other origin,2017,46-65,48,20.189,0
4817,West_Midlands,Male,Married,Conservative,Neither,Other_Christian,English,BLACK: of other origin,2017,46-65,48,22.182,0
4818,West_Midlands,Female,Married,Conservative,For,No_religion,British,BLACK: of other origin,2017,46-65,47,22.182,0
4819,South_East,Male,Not_married,Labour,For,Roman_Catholic,Other,BLACK: of other origin,2017,26-45,29,20.189,0
4820,North_East,Female,Not_married,Labour,For,No_religion,British,BLACK: of other origin,2017,18-25,18,27.374,1
4821,London,Female,Not_married,Labour,Against,Other_Christian,None,BLACK: of African origin,2017,26-45,45,21.669,0
4823,Wales,Male,Married,Labour,Against,Other_Christian,Welsh,BLACK: of other origin,2017,26-45,30,24.949,1
4825,South_West,Male,Separated_after_marrying,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,Above65,67,17.358,0
4826,Wales,Male,Married,Labour,Against,No_religion,British,BLACK: of other origin,2017,46-65,57,24.949,1
4827,Yorkshire_and_The_Humber,Male,Living_as_married,Conservative,For,Roman_Catholic,British,BLACK: of other origin,2017,46-65,52,23.191,1
4828,East_of_England,Female,Not_married,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,29,17.421,0
4829,Scotland,Female,Widowed,Regional_Parties,Neither,No_religion,Scottish,BLACK: of other origin,2017,46-65,58,25.714,1
4831,North_West,Male,Widowed,Labour,Neither,Roman_Catholic,English,BLACK: of other origin,2017,Above65,83,26.043,1
4832,South_West,Female,Married,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,46-65,47,17.358,0
4833,North_West,Female,Married,None,For,Other_Christian,English,BLACK: of other origin,2017,Above65,69,26.043,1
4834,East_of_England,Male,Separated_after_marrying,Labour,For,Other_Christian,English,BLACK: of other origin,2017,46-65,63,17.421,0
4835,Yorkshire_and_The_Humber,Male,Married,Conservative,Against,Church_of_England,English,BLACK: of other origin,2017,Above65,75,23.191,1
4836,North_West,Female,Not_married,Labour,For,Other_Christian,English,BLACK: of other origin,2017,26-45,41,26.043,1
4838,Scotland,Male,Married,Labour,Against,No_religion,Scottish,BLACK: of other origin,2017,Above65,72,25.714,1
4840,East_Midlands,Female,Married,Labour,Against,Other_Christian,British,BLACK: of other origin,2017,46-65,48,19.743,0
4841,London,Female,Not_married,Labour,For,Roman_Catholic,Other,BLACK: of other origin,2017,26-45,29,21.669,0
4842,East_Midlands,Female,Married,Labour,For,Roman_Catholic,English,BLACK: of other origin,2017,46-65,52,19.743,0
4843,Scotland,Female,Not_married,Regional_Parties,For,No_religion,Scottish,BLACK: of other origin,2017,26-45,28,25.714,1
4844,East_Midlands,Male,Separated_after_marrying,Other_Small_Parties,For,No_religion,English,BLACK: of other origin,2017,26-45,39,19.743,0
4845,Yorkshire_and_The_Humber,Female,Separated_after_marrying,None,Neither,Church_of_England,English,BLACK: of other origin,2017,Above65,79,23.191,1
4846,North_West,Male,Not_married,Conservative,Against,Other_Christian,English,BLACK: of other origin,2017,Above65,75,26.043,1
4847,Scotland,Male,Not_married,Labour,Against,Other_Christian,None,BLACK: of other origin,2017,26-45,39,25.714,1
4849,Wales,Male,Not_married,Labour,Against,Non_Christian,British,BLACK: of Caribbean origin,2017,18-25,21,24.949,1
4850,London,Female,Not_married,Labour,Against,Church_of_England,Other,BLACK: of African origin,2017,26-45,32,21.669,0
4851,East_of_England,Female,Separated_after_marrying,Labour,For,No_religion,British,BLACK: of other origin,2017,46-65,52,17.421,0
4853,East_of_England,Female,Not_married,Conservative,Against,No_religion,English,BLACK: of other origin,2017,46-65,48,17.421,0
4854,East_Midlands,Male,Not_married,Conservative,Against,No_religion,British,BLACK: of Caribbean origin,2017,26-45,26,19.743,0
4857,West_Midlands,Female,Separated_after_marrying,Labour,Against,No_religion,English,BLACK: of other origin,2017,46-65,56,22.182,0
4858,North_West,Male,Living_as_married,Labour,Neither,Church_of_England,British,BLACK: of other origin,2017,46-65,46,26.043,1
4859,Wales,Male,Separated_after_marrying,Labour,For,Other_Christian,Welsh,BLACK: of other origin,2017,Above65,74,24.949,1
4860,North_West,Female,Married,Labour,Against,Church_of_England,British,BLACK: of other origin,2017,26-45,34,26.043,1
4861,Yorkshire_and_The_Humber,Female,Not_married,Labour,Neither,Non_Christian,None,BLACK: of African origin,2017,18-25,18,23.191,1
4863,East_Midlands,Female,Not_married,Labour,For,No_religion,Other,BLACK: of other origin,2017,26-45,32,19.743,0
4864,London,Female,Married,Conservative,Against,Church_of_England,English,BLACK: of other origin,2017,46-65,60,21.669,0
4866,London,Female,Not_married,Conservative,Neither,Other_Christian,British,BLACK: of other origin,2017,26-45,38,21.669,0
4867,East_Midlands,Male,Married,Liberal_Democrat,For,Other_Christian,British,BLACK: of other origin,2017,26-45,44,19.743,0
4869,East_of_England,Male,Not_married,Conservative,For,No_religion,British,BLACK: of other origin,2017,26-45,32,17.421,0
4870,North_West,Female,Widowed,Labour,Neither,Church_of_England,English,BLACK: of other origin,2017,46-65,65,26.043,1
4871,London,Male,Married,Conservative,Neither,Roman_Catholic,English,BLACK: of other origin,2017,Above65,73,21.669,0
4872,West_Midlands,Female,Widowed,Conservative,Neither,Church_of_England,English,BLACK: of other origin,2017,Above65,82,22.182,0
4873,Scotland,Male,Not_married,None,Neither,No_religion,Scottish,BLACK: of other origin,2017,18-25,25,25.714,1
4874,Scotland,Male,Married,Conservative,For,Roman_Catholic,British,BLACK: of other origin,2017,46-65,52,25.714,1
4875,South_West,Female,Widowed,Labour,For,Other_Christian,English,BLACK: of other origin,2017,Above65,77,17.358,0
4876,London,Female,Married,None,For,Other_Christian,European,BLACK: of other origin,2017,46-65,49,21.669,0
4877,South_West,Male,Married,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,Above65,66,17.358,0
4878,Scotland,Male,Not_married,Labour,For,Roman_Catholic,Scottish,BLACK: of other origin,2017,26-45,26,25.714,1
4879,Scotland,Female,Living_as_married,Conservative,For,No_religion,British,BLACK: of other origin,2017,18-25,23,25.714,1
4881,Scotland,Male,Not_married,Labour,For,No_religion,Scottish,BLACK: of other origin,2017,26-45,35,25.714,1
4882,Yorkshire_and_The_Humber,Female,Widowed,Liberal_Democrat,For,Other_Christian,English,BLACK: of other origin,2017,Above65,90,23.191,1
4883,East_of_England,Male,Married,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,Above65,70,17.421,0
4884,East_Midlands,Female,Not_married,None,Against,Non_Christian,English,BLACK: of other origin,2017,26-45,39,19.743,0
4885,Yorkshire_and_The_Humber,Male,Living_as_married,Other_Small_Parties,For,No_religion,Other,BLACK: of other origin,2017,46-65,64,23.191,1
4886,London,Male,Married,Labour,For,Roman_Catholic,European,BLACK: of other origin,2017,46-65,48,21.669,0
4889,London,Female,Married,Labour,For,Other_Christian,Other,BLACK: of African origin,2017,26-45,44,21.669,0
4892,South_East,Female,Living_as_married,Conservative,Neither,No_religion,English,BLACK: of other origin,2017,26-45,26,20.189,0
4893,Yorkshire_and_The_Humber,Male,Not_married,None,For,Other_Christian,English,BLACK: of other origin,2017,26-45,32,23.191,1
4894,London,Female,Married,Labour,Against,Other_Christian,Other,BLACK: of African origin,2017,46-65,50,21.669,0
4895,London,Female,Separated_after_marrying,None,Against,Roman_Catholic,Other,BLACK: of other origin,2017,Above65,74,21.669,0
4898,South_East,Female,Separated_after_marrying,Labour,Against,Other_Christian,British,BLACK: of African origin,2017,46-65,64,20.189,0
4899,North_West,Female,Widowed,Labour,For,Other_Christian,European,BLACK: of other origin,2017,Above65,87,26.043,1
4903,South_West,Female,Widowed,Conservative,Against,No_religion,English,BLACK: of other origin,2017,46-65,61,17.358,0
4905,East_Midlands,Male,Married,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,34,19.743,0
4906,East_Midlands,Female,Married,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,46-65,50,19.743,0
4907,North_West,Female,Widowed,Labour,For,Other_Christian,European,BLACK: of other origin,2017,26-45,27,26.043,1
4908,Yorkshire_and_The_Humber,Female,Separated_after_marrying,Labour,Against,Other_Christian,British,BLACK: of other origin,2017,Above65,73,23.191,1
4910,East_of_England,Male,Married,Labour,For,Church_of_England,English,BLACK: of other origin,2017,Above65,67,17.421,0
4911,London,Female,Not_married,Labour,Against,Roman_Catholic,British,ASIAN: of Indian origin,2017,18-25,22,21.669,0
4912,South_West,Female,Widowed,Labour,For,Other_Christian,English,BLACK: of other origin,2017,Above65,90,17.358,0
4913,East_Midlands,Female,Married,Conservative,Neither,No_religion,English,BLACK: of other origin,2017,26-45,31,19.743,0
4915,South_West,Female,Separated_after_marrying,Liberal_Democrat,For,No_religion,British,BLACK: of other origin,2017,46-65,64,17.358,0
4916,London,Female,Separated_after_marrying,Other_Small_Parties,For,No_religion,English,BLACK: of other origin,2017,26-45,45,21.669,0
4917,South_West,Female,Separated_after_marrying,Labour,For,Other_Christian,English,BLACK: of other origin,2017,Above65,81,17.358,0
4919,London,Male,Not_married,Conservative,Neither,Non_Christian,Other,BLACK: of Caribbean origin,2017,26-45,30,21.669,0
4923,North_East,Male,Living_as_married,Other_Small_Parties,Against,No_religion,English,BLACK: of other origin,2017,18-25,25,27.374,1
4924,Scotland,Female,Married,Regional_Parties,For,Other_Christian,Scottish,BLACK: of other origin,2017,46-65,61,25.714,1
4925,West_Midlands,Female,Widowed,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,Above65,68,22.182,0
4928,Yorkshire_and_The_Humber,Male,Separated_after_marrying,None,Against,Roman_Catholic,English,BLACK: of other origin,2017,46-65,62,23.191,1
4929,London,Female,Married,Labour,For,Non_Christian,British,BLACK: of Caribbean origin,2017,26-45,41,21.669,0
4931,Scotland,Male,Not_married,Conservative,For,No_religion,Scottish,BLACK: of other origin,2017,26-45,33,25.714,1
4932,South_West,Female,Separated_after_marrying,Conservative,Against,No_religion,British,BLACK: of other origin,2017,46-65,60,17.358,0
4933,Scotland,Male,Not_married,Labour,Neither,No_religion,Scottish,BLACK: of other origin,2017,46-65,49,25.714,1
4935,South_East,Female,Married,None,Neither,Other_Christian,European,BLACK: of other origin,2017,26-45,32,20.189,0
4936,North_East,Female,Married,None,For,No_religion,British,BLACK: of other origin,2017,46-65,49,27.374,1
4937,East_Midlands,Female,Married,Labour,For,Church_of_England,British,BLACK: of other origin,2017,46-65,50,19.743,0
4938,South_West,Female,Married,Conservative,Against,Church_of_England,English,BLACK: of other origin,2017,46-65,61,17.358,0
4939,East_of_England,Male,Not_married,Labour,Against,No_religion,English,BLACK: of other origin,2017,46-65,50,17.421,0
4940,Yorkshire_and_The_Humber,Female,Married,Liberal_Democrat,For,Other_Christian,British,BLACK: of other origin,2017,46-65,59,23.191,1
4941,London,Female,Not_married,Labour,Against,No_religion,None,ASIAN: of Indian origin,2017,26-45,26,21.669,0
4943,South_East,Female,Widowed,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,Above65,84,20.189,0
4945,South_East,Male,Married,Labour,Against,No_religion,British,BLACK: of other origin,2017,Above65,86,20.189,0
4946,South_East,Female,Not_married,Labour,For,Other_Christian,British,BLACK: of other origin,2017,Above65,66,20.189,0
4948,South_East,Female,Married,Conservative,For,No_religion,Other,BLACK: of other origin,2017,46-65,58,20.189,0
4949,West_Midlands,Male,Not_married,Conservative,Neither,No_religion,British,BLACK: of other origin,2017,18-25,19,22.182,0
4951,South_West,Male,Living_as_married,Conservative,For,No_religion,English,BLACK: of other origin,2017,Above65,77,17.358,0
4952,Yorkshire_and_The_Humber,Female,Living_as_married,None,For,No_religion,British,BLACK: of other origin,2017,46-65,53,23.191,1
4953,South_East,Male,Married,Other_Small_Parties,For,No_religion,British,BLACK: of other origin,2017,Above65,67,20.189,0
4954,Yorkshire_and_The_Humber,Female,Not_married,Labour,For,Other_Christian,British,BLACK: of other origin,2017,18-25,23,23.191,1
4956,London,Female,Not_married,Regional_Parties,Against,No_religion,European,BLACK: of other origin,2017,26-45,27,21.669,0
4957,Wales,Female,Married,Labour,Against,Other_Christian,British,BLACK: of other origin,2017,26-45,35,24.949,1
4959,North_West,Female,Married,None,Neither,No_religion,British,BLACK: of other origin,2017,26-45,29,26.043,1
4961,London,Male,Married,Labour,Neither,Other_Christian,European,BLACK: of other origin,2017,26-45,45,21.669,0
4962,South_West,Male,Married,Conservative,For,Other_Christian,English,BLACK: of other origin,2017,Above65,75,17.358,0
4963,East_Midlands,Male,Widowed,Conservative,For,Other_Christian,English,BLACK: of other origin,2017,Above65,82,19.743,0
4965,North_East,Female,Separated_after_marrying,Labour,For,No_religion,British,BLACK: of other origin,2017,46-65,57,27.374,1
4967,North_West,Female,Widowed,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,Above65,86,26.043,1
4968,South_East,Female,Married,Labour,Neither,Church_of_England,British,BLACK: of other origin,2017,46-65,59,20.189,0
4970,London,Male,Not_married,Conservative,For,No_religion,British,BLACK: of other origin,2017,18-25,20,21.669,0
4971,London,Male,Married,Conservative,Neither,Non_Christian,Other,BLACK: of Caribbean origin,2017,26-45,39,21.669,0
4972,East_of_England,Male,Separated_after_marrying,Conservative,Against,No_religion,British,BLACK: of other origin,2017,Above65,80,17.421,0
4975,Yorkshire_and_The_Humber,Female,Married,Labour,For,Church_of_England,British,BLACK: of other origin,2017,Above65,80,23.191,1
4977,South_West,Male,Widowed,Other_Small_Parties,Against,Roman_Catholic,British,BLACK: of other origin,2017,46-65,51,17.358,0
4980,London,Female,Separated_after_marrying,Conservative,For,Roman_Catholic,British,BLACK: of African origin,2017,46-65,49,21.669,0
4981,Wales,Female,Not_married,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,Above65,87,24.949,1
4982,Scotland,Male,Separated_after_marrying,Regional_Parties,For,Roman_Catholic,Scottish,BLACK: of other origin,2017,46-65,52,25.714,1
4984,West_Midlands,Male,Married,Conservative,For,No_religion,British,BLACK: of other origin,2017,46-65,50,22.182,0
4985,Scotland,Male,Married,Labour,For,No_religion,European,BLACK: of other origin,2017,26-45,42,25.714,1
4986,East_Midlands,Female,Married,Conservative,Against,Church_of_England,English,BLACK: of other origin,2017,26-45,41,19.743,0
4988,Wales,Male,Married,Regional_Parties,Against,Other_Christian,European,BLACK: of other origin,2017,Above65,74,24.949,1
4989,East_of_England,Female,Married,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,46-65,48,17.421,0
4991,North_West,Male,Not_married,Labour,For,Church_of_England,British,BLACK: of other origin,2017,26-45,37,26.043,1
4992,South_West,Female,Married,Conservative,Neither,No_religion,British,BLACK: of other origin,2017,46-65,61,17.358,0
4993,North_West,Female,Not_married,Labour,For,No_religion,British,BLACK: of other origin,2017,46-65,49,26.043,1
4999,London,Female,Widowed,Liberal_Democrat,For,Other_Christian,English,BLACK: of other origin,2017,Above65,70,21.669,0
5000,East_Midlands,Male,Living_as_married,None,For,No_religion,English,BLACK: of other origin,2017,18-25,24,19.743,0
5002,South_West,Female,Married,Liberal_Democrat,For,No_religion,British,BLACK: of other origin,2017,26-45,37,17.358,0
5005,South_East,Male,Married,Liberal_Democrat,For,No_religion,English,BLACK: of other origin,2017,Above65,72,20.189,0
5006,Wales,Male,Married,Regional_Parties,For,Church_of_England,Welsh,BLACK: of other origin,2017,46-65,64,24.949,1
5007,London,Male,Married,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,Above65,90,21.669,0
5009,East_of_England,Male,Married,Labour,Against,Other_Christian,English,BLACK: of other origin,2017,46-65,51,17.421,0
5010,North_East,Female,Married,Labour,Against,Church_of_England,English,BLACK: of other origin,2017,46-65,55,27.374,1
5011,North_East,Female,Married,Labour,Against,No_religion,British,BLACK: of other origin,2017,46-65,62,27.374,1
5014,West_Midlands,Male,Not_married,Labour,For,No_religion,British,BLACK: of other origin,2017,18-25,24,22.182,0
5015,North_West,Male,Living_as_married,Labour,Neither,Other_Christian,European,ASIAN: of Indian origin,2017,26-45,38,26.043,1
5016,North_West,Male,Separated_after_marrying,Labour,For,No_religion,English,BLACK: of other origin,2017,Above65,70,26.043,1
5019,Scotland,Male,Not_married,Labour,For,Roman_Catholic,Scottish,BLACK: of other origin,2017,46-65,52,25.714,1
5020,East_of_England,Female,Separated_after_marrying,None,Against,Church_of_England,English,BLACK: of other origin,2017,46-65,60,17.421,0
5021,London,Female,Separated_after_marrying,Labour,Against,Church_of_England,English,BLACK: of other origin,2017,26-45,37,21.669,0
5022,North_East,Male,Married,Labour,Neither,No_religion,British,BLACK: of other origin,2017,Above65,69,27.374,1
5025,North_West,Female,Not_married,None,For,No_religion,Other,BLACK: of other origin,2017,26-45,27,26.043,1
5026,East_of_England,Male,Widowed,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,Above65,89,17.421,0
5027,East_Midlands,Female,Living_as_married,Labour,For,No_religion,English,BLACK: of other origin,2017,46-65,49,19.743,0
5028,North_East,Male,Married,Conservative,Against,No_religion,English,BLACK: of other origin,2017,46-65,52,27.374,1
5029,London,Male,Separated_after_marrying,Labour,For,Non_Christian,British,BLACK: of African origin,2017,46-65,59,21.669,0
5030,South_West,Male,Living_as_married,Conservative,Neither,No_religion,British,BLACK: of other origin,2017,26-45,36,17.358,0
5031,South_West,Male,Widowed,Labour,Against,Church_of_England,English,BLACK: of other origin,2017,46-65,58,17.358,0
5034,East_of_England,Male,Separated_after_marrying,Other_Small_Parties,Against,Other_Christian,Other,BLACK: of other origin,2017,26-45,43,17.421,0
5035,West_Midlands,Male,Not_married,Labour,Against,No_religion,English,BLACK: of other origin,2017,18-25,21,22.182,0
5036,Scotland,Male,Married,Labour,Against,No_religion,Scottish,BLACK: of other origin,2017,26-45,28,25.714,1
5037,Scotland,Female,Married,Labour,For,No_religion,Scottish,BLACK: of other origin,2017,46-65,64,25.714,1
5038,North_West,Female,Married,Conservative,For,Other_Christian,British,BLACK: of other origin,2017,46-65,63,26.043,1
5039,Scotland,Female,Married,Conservative,Against,Other_Christian,Scottish,BLACK: of other origin,2017,Above65,78,25.714,1
5041,West_Midlands,Male,Married,Liberal_Democrat,Neither,Non_Christian,British,BLACK: of Caribbean origin,2017,46-65,53,22.182,0
5043,North_East,Male,Not_married,Labour,Against,Other_Christian,English,BLACK: of other origin,2017,46-65,59,27.374,1
5044,East_of_England,Male,Married,Labour,For,Other_Christian,British,BLACK: of other origin,2017,46-65,61,17.421,0
5047,Yorkshire_and_The_Humber,Female,Not_married,Conservative,For,No_religion,British,BLACK: of other origin,2017,Above65,70,23.191,1
5048,South_East,Female,Not_married,Labour,For,No_religion,English,BLACK: of other origin,2017,18-25,24,20.189,0
5049,South_East,Female,Not_married,Conservative,Against,No_religion,Other,ASIAN: of Indian origin,2017,46-65,50,20.189,0
5050,North_West,Male,Married,Labour,For,No_religion,Other,BLACK: of other origin,2017,46-65,50,26.043,1
5052,East_of_England,Female,Widowed,Conservative,Neither,Church_of_England,English,BLACK: of other origin,2017,Above65,76,17.421,0
5054,Scotland,Female,Widowed,Labour,Neither,Other_Christian,Scottish,BLACK: of other origin,2017,46-65,59,25.714,1
5056,North_East,Female,Married,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,26-45,43,27.374,1
5060,South_East,Female,Married,Conservative,Against,Other_Christian,English,BLACK: of other origin,2017,18-25,23,20.189,0
5061,London,Female,Not_married,None,For,No_religion,British,BLACK: of Caribbean origin,2017,26-45,28,21.669,0
5064,London,Female,Living_as_married,Other_Small_Parties,For,No_religion,Other,BLACK: of other origin,2017,26-45,33,21.669,0
5065,North_West,Female,Married,Labour,Against,Roman_Catholic,British,BLACK: of other origin,2017,46-65,48,26.043,1
5066,North_West,Female,Married,Conservative,For,Roman_Catholic,British,BLACK: of other origin,2017,46-65,49,26.043,1
5067,South_West,Female,Widowed,Conservative,For,No_religion,English,BLACK: of other origin,2017,Above65,90,17.358,0
5068,North_West,Male,Living_as_married,None,Neither,No_religion,Other,BLACK: of other origin,2017,26-45,31,26.043,1
5069,East_Midlands,Female,Married,None,For,Other_Christian,Other,BLACK: of other origin,2017,26-45,27,19.743,0
5070,South_East,Female,Married,Conservative,Against,Other_Christian,British,BLACK: of other origin,2017,46-65,47,20.189,0
5071,East_of_England,Female,Living_as_married,None,Neither,No_religion,English,BLACK: of other origin,2017,26-45,35,17.421,0
5072,London,Female,Not_married,Conservative,For,No_religion,British,BLACK: of other origin,2017,26-45,45,21.669,0
5073,West_Midlands,Female,Widowed,Labour,For,Church_of_England,British,BLACK: of other origin,2017,Above65,88,22.182,0
5075,North_West,Female,Living_as_married,Labour,Neither,No_religion,None,BLACK: of African origin,2017,26-45,31,26.043,1
5076,East_of_England,Female,Married,Conservative,Against,Other_Christian,British,BLACK: of other origin,2017,Above65,69,17.421,0
5077,London,Female,Married,Labour,For,Other_Christian,European,BLACK: of other origin,2017,26-45,34,21.669,0
5078,South_East,Female,Married,Conservative,For,No_religion,English,BLACK: of other origin,2017,18-25,20,20.189,0
5079,Wales,Male,Married,Conservative,For,Other_Christian,Welsh,BLACK: of other origin,2017,Above65,74,24.949,1
5081,East_Midlands,Female,Widowed,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,Above65,78,19.743,0
5082,South_West,Female,Married,Labour,Against,Other_Christian,European,BLACK: of other origin,2017,46-65,60,17.358,0
5085,West_Midlands,Female,Widowed,Labour,For,Roman_Catholic,Other,BLACK: of other origin,2017,Above65,80,22.182,0
5086,South_East,Female,Separated_after_marrying,None,For,Church_of_England,English,BLACK: of other origin,2017,Above65,70,20.189,0
5087,East_of_England,Male,Not_married,Liberal_Democrat,For,No_religion,English,BLACK: of other origin,2017,26-45,32,17.421,0
5089,North_West,Male,Married,None,For,No_religion,English,BLACK: of other origin,2017,26-45,34,26.043,1
5092,London,Male,Not_married,Labour,For,No_religion,British,BLACK: of African origin,2017,26-45,32,21.669,0
5093,North_West,Female,Married,Labour,Against,Church_of_England,English,BLACK: of other origin,2017,46-65,63,26.043,1
5094,East_of_England,Female,Separated_after_marrying,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,46-65,63,17.421,0
5095,South_West,Male,Separated_after_marrying,Labour,Against,No_religion,English,BLACK: of other origin,2017,46-65,61,17.358,0
5097,London,Male,Not_married,Conservative,Against,No_religion,English,BLACK: of other origin,2017,26-45,41,21.669,0
5098,South_West,Female,Not_married,Labour,Against,No_religion,British,BLACK: of other origin,2017,26-45,41,17.358,0
5099,London,Male,Married,None,Against,Other_Christian,European,BLACK: of African origin,2017,26-45,35,21.669,0
5101,Yorkshire_and_The_Humber,Female,Married,Conservative,Neither,Church_of_England,English,BLACK: of other origin,2017,Above65,82,23.191,1
5103,Yorkshire_and_The_Humber,Male,Not_married,None,For,No_religion,English,BLACK: of other origin,2017,18-25,21,23.191,1
5104,South_West,Male,Married,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,Above65,70,17.358,0
5105,South_West,Female,Not_married,Conservative,For,No_religion,English,BLACK: of other origin,2017,18-25,25,17.358,0
5106,East_Midlands,Male,Married,Conservative,For,Church_of_England,British,BLACK: of other origin,2017,46-65,48,19.743,0
5108,South_East,Male,Married,Labour,Neither,No_religion,None,BLACK: of African origin,2017,46-65,49,20.189,0
5111,London,Male,Not_married,Labour,For,No_religion,Other,BLACK: of other origin,2017,26-45,26,21.669,0
5112,South_West,Female,Married,Conservative,Against,Church_of_England,English,BLACK: of other origin,2017,46-65,63,17.358,0
5113,East_of_England,Female,Married,Labour,For,No_religion,British,BLACK: of other origin,2017,26-45,30,17.421,0
5114,Yorkshire_and_The_Humber,Female,Separated_after_marrying,Labour,For,Other_Christian,Other,BLACK: of African origin,2017,26-45,38,23.191,1
5115,East_Midlands,Male,Married,Conservative,For,No_religion,British,BLACK: of other origin,2017,Above65,90,19.743,0
5119,East_of_England,Male,Living_as_married,Labour,Against,No_religion,English,BLACK: of other origin,2017,26-45,29,17.421,0
5120,South_West,Female,Not_married,None,For,No_religion,English,BLACK: of other origin,2017,46-65,52,17.358,0
5121,Wales,Female,Married,None,For,Other_Christian,British,BLACK: of other origin,2017,46-65,50,24.949,1
5122,North_East,Female,Married,Labour,For,No_religion,British,BLACK: of other origin,2017,46-65,49,27.374,1
5123,Wales,Female,Not_married,Regional_Parties,Against,Non_Christian,Welsh,BLACK: of other origin,2017,26-45,43,24.949,1
5124,West_Midlands,Male,Married,None,Against,Roman_Catholic,European,BLACK: of other origin,2017,46-65,49,22.182,0
5125,East_of_England,Female,Married,Conservative,For,Church_of_England,English,BLACK: of other origin,2017,Above65,88,17.421,0
5127,East_Midlands,Female,Living_as_married,None,Against,No_religion,British,BLACK: of other origin,2017,26-45,30,19.743,0
5129,East_Midlands,Male,Living_as_married,Conservative,For,No_religion,British,BLACK: of other origin,2017,26-45,41,19.743,0
5130,North_West,Male,Married,Labour,For,Non_Christian,British,BLACK: of Caribbean origin,2017,46-65,49,26.043,1
5132,East_Midlands,Male,Married,Liberal_Democrat,For,Church_of_England,European,BLACK: of other origin,2017,Above65,75,19.743,0
5133,Wales,Male,Married,Labour,For,No_religion,Welsh,BLACK: of other origin,2017,Above65,67,24.949,1
5135,North_West,Male,Living_as_married,Labour,For,No_religion,English,BLACK: of other origin,2017,26-45,30,26.043,1
5137,Wales,Female,Married,Labour,Neither,No_religion,Welsh,BLACK: of other origin,2017,46-65,50,24.949,1
5139,Yorkshire_and_The_Humber,Male,Separated_after_marrying,Conservative,For,No_religion,Welsh,BLACK: of other origin,2017,46-65,64,23.191,1
5140,South_West,Female,Married,Conservative,For,Roman_Catholic,English,BLACK: of other origin,2017,Above65,68,17.358,0
5141,North_West,Female,Separated_after_marrying,Labour,For,Other_Christian,English,BLACK: of other origin,2017,46-65,62,26.043,1
5142,North_West,Male,Living_as_married,Labour,For,No_religion,British,BLACK: of other origin,2017,46-65,46,26.043,1
5144,Yorkshire_and_The_Humber,Male,Married,Conservative,Against,No_religion,English,BLACK: of other origin,2017,26-45,41,23.191,1
5145,North_West,Male,Separated_after_marrying,Labour,Against,Roman_Catholic,Scottish,BLACK: of other origin,2017,46-65,59,26.043,1
5146,North_West,Female,Married,Labour,For,Church_of_England,British,BLACK: of other origin,2017,46-65,50,26.043,1
5147,South_East,Male,Living_as_married,Conservative,Against,Church_of_England,English,BLACK: of other origin,2017,46-65,53,20.189,0
5148,East_Midlands,Male,Separated_after_marrying,Other_Small_Parties,For,No_religion,English,BLACK: of other origin,2017,46-65,63,19.743,0
5149,South_East,Male,Married,Labour,For,Non_Christian,British,BLACK: of Caribbean origin,2017,26-45,38,20.189,0
5150,North_West,Female,Married,Conservative,Neither,Church_of_England,British,BLACK: of other origin,2017,Above65,85,26.043,1
5151,West_Midlands,Male,Married,Conservative,For,Roman_Catholic,English,BLACK: of other origin,2017,46-65,63,22.182,0
